idCustomer,idRating,dateObtained
318,PPL,2020-06-02 09:41:45
333,PPL,2020-09-26 07:45:33
224,PPL,2019-08-19 05:09:22
124,PPL,2019-09-29 19:00:45
90,PPL,2020-05-10 07:02:55
169,PPL,2019-04-28 22:58:43
414,PPL,2020-08-08 12:20:42
99,PPL,2019-07-19 15:44:03
22,PPL,2019-06-08 03:09:28
83,PPL,2021-01-26 21:11:56
312,PPL,2019-12-30 21:51:46
373,PPL,2020-03-19 03:45:41
74,PPL,2020-05-21 20:05:24
256,PPL,2019-05-27 08:43:42
12,PPL,2019-07-15 04:55:18
28,PPL,2020-03-03 08:10:46
367,PPL,2019-12-05 03:40:33
342,PPL,2020-12-13 03:50:27
438,PPL,2020-12-29 13:18:47
292,PPL,2020-03-30 15:04:29
257,PPL,2020-07-31 16:41:10
81,PPL,2019-12-04 05:49:08
395,PPL,2020-02-22 08:47:44
430,PPL,2019-08-30 09:40:58
166,PPL,2021-01-22 14:42:40
285,PPL,2020-07-23 07:38:20
494,PPL,2019-01-06 19:39:27
170,PPL,2020-02-26 06:46:03
239,PPL,2019-03-22 07:45:24
313,PPL,2021-01-16 07:31:55
480,PPL,2019-05-06 07:12:00
17,PPL,2021-02-21 09:18:37
477,PPL,2020-07-01 13:09:24
207,PPL,2020-03-02 17:31:42
74,PPL,2019-02-20 16:50:57
36,PPL,2021-02-04 14:13:36
256,PPL,2020-05-05 04:34:16
3,PPL,2020-12-29 23:53:46
468,PPL,2020-07-07 13:35:20
104,PPL,2020-07-09 05:09:34
136,PPL,2019-01-20 17:34:41
494,PPL,2020-09-28 06:26:45
186,PPL,2019-01-27 23:37:08
66,PPL,2020-04-30 09:31:24
172,PPL,2019-07-09 18:02:21
251,PPL,2019-04-09 20:15:02
21,PPL,2019-01-16 00:24:42
461,PPL,2020-03-24 04:28:53
335,PPL,2020-01-29 16:00:42
112,PPL,2021-01-27 02:09:04
448,PPL,2020-12-02 14:04:27
134,PPL,2019-07-30 00:50:33
482,PPL,2020-08-11 16:29:48
191,PPL,2019-11-14 19:43:30
124,PPL,2019-04-11 13:46:27
235,PPL,2019-09-19 16:40:39
26,PPL,2019-01-25 23:09:48
235,PPL,2020-07-17 14:07:52
220,PPL,2020-02-13 00:27:58
210,PPL,2020-12-05 01:15:00
404,PPL,2020-09-29 16:31:00
378,PPL,2020-10-03 20:52:26
204,PPL,2019-05-31 05:12:44
141,PPL,2019-05-19 05:51:57
259,PPL,2020-07-31 21:10:15
3,PPL,2020-10-27 03:18:04
9,PPL,2019-03-09 20:30:41
494,PPL,2019-12-14 21:58:27
462,PPL,2019-04-10 02:38:10
211,PPL,2021-02-02 22:01:26
460,PPL,2021-01-22 03:03:21
466,PPL,2019-05-06 21:11:18
11,PPL,2020-07-28 09:24:36
239,PPL,2020-07-11 06:34:49
204,PPL,2020-03-12 21:56:34
390,PPL,2019-09-20 23:41:50
51,PPL,2019-10-21 10:27:26
251,PPL,2019-07-13 14:27:39
396,PPL,2019-08-24 11:41:33
321,PPL,2020-07-13 02:07:45
411,PPL,2020-08-05 03:03:56
453,PPL,2020-06-26 12:22:25
306,PPL,2020-10-30 07:52:18
192,PPL,2020-03-16 09:54:40
92,PPL,2020-01-27 14:28:44
121,PPL,2019-12-13 13:36:14
137,PPL,2019-03-10 05:42:57
330,PPL,2019-11-14 00:33:01
176,PPL,2019-01-10 10:27:40
482,PPL,2020-06-04 12:26:50
358,PPL,2021-02-21 06:52:20
129,PPL,2019-03-01 04:46:32
182,PPL,2019-04-01 03:29:24
150,PPL,2021-01-04 19:30:20
373,PPL,2019-04-02 13:40:40
52,PPL,2020-07-10 02:09:40
367,PPL,2019-06-03 10:38:26
271,PPL,2020-11-04 02:45:57
418,PPL,2020-02-03 12:53:59
167,PPL,2019-06-11 18:59:26
385,PPL,2020-05-05 02:40:39
377,PPL,2020-03-21 00:41:19
276,PPL,2019-07-13 19:06:12
382,PPL,2020-06-04 06:38:46
298,PPL,2020-04-22 02:03:56
461,PPL,2019-09-24 18:27:38
222,PPL,2021-01-27 07:22:02
111,PPL,2020-03-19 15:58:19
29,PPL,2020-07-10 00:08:22
204,PPL,2020-03-05 02:59:54
362,PPL,2019-07-16 13:26:34
258,PPL,2020-03-05 08:06:39
104,PPL,2020-05-24 12:01:11
93,PPL,2020-02-29 12:54:47
304,PPL,2019-07-22 12:12:32
264,PPL,2019-01-27 04:47:20
436,PPL,2019-12-25 15:05:09
338,PPL,2020-07-01 12:03:59
5,PPL,2020-05-27 17:45:02
321,PPL,2019-02-03 10:57:08
335,PPL,2020-04-06 10:58:51
27,PPL,2020-12-25 22:28:35
193,PPL,2020-04-29 07:43:45
388,PPL,2019-03-22 13:55:51
217,PPL,2021-02-25 07:13:42
106,PPL,2019-09-17 08:43:55
400,PPL,2020-11-18 08:23:25
303,PPL,2019-08-09 15:00:08
191,PPL,2020-09-04 08:55:46
488,PPL,2019-10-22 08:43:13
130,PPL,2020-07-06 07:13:53
127,PPL,2019-10-11 14:24:31
245,PPL,2020-08-21 01:38:41
73,PPL,2020-07-14 07:41:47
250,PPL,2019-11-23 12:40:30
207,PPL,2019-03-12 17:38:36
305,PPL,2020-10-30 06:36:35
404,PPL,2019-11-20 00:18:34
113,PPL,2021-02-27 00:27:53
138,PPL,2021-02-27 01:03:19
277,PPL,2020-06-13 22:15:56
432,PPL,2019-11-06 15:45:40
482,PPL,2020-12-22 07:55:50
484,PPL,2020-09-24 14:50:28
89,PPL,2020-02-24 23:42:40
70,PPL,2021-01-25 14:51:06
55,PPL,2021-01-26 14:58:44
136,PPL,2019-08-22 11:58:20
102,PPL,2019-02-05 17:38:38
315,PPL,2021-01-10 04:24:31
61,PPL,2019-02-01 12:19:45
320,PPL,2020-10-16 02:34:06
404,PPL,2019-06-07 12:30:49
61,PPL,2020-03-11 18:55:53
368,PPL,2020-07-15 00:26:38
366,PPL,2020-12-11 05:21:28
29,PPL,2021-02-07 21:48:06
74,PPL,2020-12-29 08:48:04
494,PPL,2019-06-24 16:13:17
121,PPL,2019-10-13 04:00:08
428,PPL,2020-04-24 14:42:49
464,PPL,2021-01-11 16:37:00
429,PPL,2020-09-11 01:08:34
191,PPL,2020-05-13 20:53:45
401,PPL,2020-04-30 21:23:47
182,PPL,2019-06-15 12:26:14
182,PPL,2019-05-15 22:14:03
141,PPL,2020-04-26 18:33:03
55,PPL,2020-11-22 15:01:07
213,PPL,2020-07-29 04:45:09
282,PPL,2020-06-02 17:22:37
471,PPL,2019-11-19 19:17:40
323,PPL,2020-06-06 03:43:49
498,PPL,2019-04-07 05:31:46
124,PPL,2019-05-18 16:03:58
335,PPL,2019-11-07 03:52:25
11,PPL,2020-12-10 14:06:44
482,PPL,2019-08-04 02:27:07
200,PPL,2019-03-28 15:50:33
451,PPL,2020-01-07 02:58:56
489,PPL,2020-03-14 13:32:21
120,PPL,2020-12-16 10:53:14
115,PPL,2021-01-27 07:02:24
375,PPL,2020-06-02 09:53:59
180,PPL,2020-07-23 21:47:09
220,PPL,2019-03-23 15:32:12
113,PPL,2019-10-09 16:35:33
431,PPL,2019-02-10 18:52:42
64,PPL,2021-02-13 11:47:19
316,PPL,2019-04-22 22:08:54
244,PPL,2019-11-18 17:22:33
39,PPL,2020-09-17 16:30:04
137,PPL,2020-09-27 09:48:38
414,PPL,2020-01-04 19:09:11
483,PPL,2020-06-30 23:56:43
113,PPL,2020-12-24 18:46:56
384,PPL,2019-01-24 13:40:28
187,PPL,2019-06-09 21:52:53
118,PPL,2019-03-17 00:48:02
420,PPL,2020-08-01 06:03:45
225,PPL,2020-09-29 14:37:29
425,PPL,2020-11-13 13:34:56
147,PPL,2019-04-19 13:58:22
344,PPL,2020-02-11 08:41:38
49,PPL,2020-11-03 19:06:25
429,PPL,2020-04-02 22:26:46
367,PPL,2020-04-15 11:12:10
211,PPL,2019-03-08 01:22:19
209,PPL,2020-10-31 12:52:42
232,PPL,2020-12-08 13:10:04
211,PPL,2020-08-01 03:37:15
17,PPL,2020-04-22 03:21:10
88,PPL,2019-07-17 15:09:18
365,PPL,2019-05-28 05:56:39
241,PPL,2019-11-01 11:42:57
26,PPL,2020-08-26 14:57:22
333,PPL,2019-07-15 13:42:39
65,PPL,2020-07-29 12:28:27
70,PPL,2020-04-22 14:24:27
25,PPL,2019-11-30 04:59:02
213,PPL,2020-01-19 18:34:58
224,PPL,2020-07-04 20:39:14
69,PPL,2020-10-13 10:04:38
