idCustomer,idRating,dateObtained
80,IFR,2021-08-21 07:17:31
59,HP,2021-05-26 06:55:15
263,AMEL,2021-05-14 08:28:49
124,IFR,2021-04-08 00:18:32
143,AMEL,2021-05-24 19:43:31
377,ASES,2021-08-09 13:19:07
404,ASES,2021-06-21 04:23:08
445,IFR,2021-10-07 21:40:06
362,ASES,2021-07-18 15:25:54
110,AMEL,2021-07-12 23:38:22
101,ASES,2021-03-11 14:33:20
482,HP,2021-07-03 12:57:28
180,AMES,2021-09-28 15:20:29
255,AMEL,2021-07-19 15:05:38
39,IFR,2021-09-29 21:26:45
327,ASES,2021-06-12 11:01:34
372,HP,2021-09-01 05:20:56
449,ASES,2021-10-02 06:16:45
271,AMEL,2021-07-04 20:43:29
478,AMES,2021-06-02 11:50:22
385,HP,2021-10-18 17:47:33
170,ASES,2021-06-02 15:28:40
179,HP,2021-11-01 01:07:33
372,IFR,2021-10-15 12:04:46
109,AMES,2021-07-01 22:10:50
81,ASES,2021-09-15 00:10:18
92,ASES,2021-03-15 04:01:13
84,IFR,2021-09-14 04:12:41
148,AMES,2021-11-01 03:33:54
252,ASES,2021-11-04 09:04:55
251,ASES,2021-09-02 19:19:29
257,ASES,2021-09-20 13:18:10
447,IFR,2021-04-23 22:12:31
404,ASES,2021-07-14 15:31:11
436,ASES,2021-10-17 09:48:03
327,IFR,2021-06-16 14:08:57
74,HP,2021-09-15 05:23:26
12,IFR,2021-09-07 19:30:21
370,AMES,2021-08-11 01:34:38
288,HP,2021-05-06 16:13:54
422,ASES,2021-10-26 20:31:21
478,ASES,2021-10-16 17:16:45
249,AMES,2021-10-04 23:32:23
150,IFR,2021-09-11 19:44:36
15,ASES,2021-03-24 18:02:10
362,HP,2021-07-22 01:58:29
406,AMES,2021-10-09 11:44:56
358,AMES,2021-04-23 21:01:41
209,AMEL,2021-05-22 13:32:52
4,AMEL,2021-07-06 23:25:00
458,AMEL,2021-04-29 03:20:33
179,IFR,2021-08-27 14:43:47
377,ASES,2021-06-07 15:07:59
30,HP,2021-09-17 20:55:51
145,IFR,2021-03-08 20:28:09
38,ASES,2021-11-03 23:47:39
56,AMEL,2021-03-08 01:49:48
243,AMES,2021-03-05 14:28:47
499,ASES,2021-06-13 12:33:18
46,HP,2021-08-29 05:48:08
319,HP,2021-08-28 08:03:45
459,ASES,2021-03-12 01:59:07
372,AMEL,2021-05-28 18:59:52
484,AMEL,2021-05-12 13:31:06
8,AMES,2021-04-08 15:39:28
462,ASES,2021-05-14 19:52:45
203,AMEL,2021-03-09 18:31:38
90,AMES,2021-07-24 09:20:48
422,AMEL,2021-08-10 02:39:36
203,HP,2021-05-31 05:35:42
95,AMES,2021-04-29 10:50:21
252,AMEL,2021-05-13 00:32:19
417,IFR,2021-09-11 01:07:38
451,ASES,2021-03-17 05:12:50
334,AMES,2021-08-02 00:36:48
203,ASES,2021-03-22 23:45:15
207,AMES,2021-04-30 22:47:31
288,AMEL,2021-07-15 16:38:07
361,AMEL,2021-09-28 23:37:49
251,HP,2021-07-18 20:28:11
15,IFR,2021-09-02 05:41:06
387,AMES,2021-10-28 20:49:18
209,ASES,2021-07-27 14:52:26
222,AMEL,2021-05-10 09:50:15
177,HP,2021-09-16 15:17:37
296,IFR,2021-08-30 21:57:22
95,AMEL,2021-06-11 14:22:43
318,AMES,2021-08-31 18:47:58
183,AMES,2021-10-17 04:15:27
101,ASES,2021-03-07 20:37:35
107,HP,2021-09-28 13:09:49
397,ASES,2021-05-20 04:42:35
128,AMES,2021-04-14 02:17:37
130,AMEL,2021-09-03 12:02:12
11,AMEL,2021-06-01 08:10:33
157,AMEL,2021-09-23 15:16:00
278,AMES,2021-09-08 15:41:40
331,AMEL,2021-09-06 00:56:15
487,AMEL,2021-07-10 05:06:00
490,IFR,2021-06-30 23:01:41
128,HP,2021-06-09 15:03:17
297,ASES,2021-10-31 01:09:16
171,HP,2021-04-01 15:29:11
297,AMES,2021-10-21 14:55:38
473,AMES,2021-08-12 06:34:49
253,AMEL,2021-05-27 16:53:44
323,HP,2021-06-07 06:05:31
288,ASES,2021-10-09 06:38:55
77,AMEL,2021-07-22 21:26:55
117,HP,2021-04-14 23:56:41
362,HP,2021-03-21 23:07:09
400,ASES,2021-06-18 06:28:47
327,HP,2021-10-01 09:19:34
109,AMES,2021-03-17 00:32:12
487,IFR,2021-04-07 16:56:41
442,IFR,2021-06-24 10:45:00
60,HP,2021-03-04 23:21:39
271,AMEL,2021-07-25 18:59:01
489,AMEL,2021-10-24 06:13:00
297,ASES,2021-07-16 19:01:18
200,AMEL,2021-05-08 10:01:39
120,AMES,2021-07-02 13:26:11
126,HP,2021-09-23 20:54:39
489,AMEL,2021-07-17 05:24:32
196,AMES,2021-04-26 12:38:38
230,HP,2021-04-12 12:53:11
421,ASES,2021-09-03 16:00:16
137,IFR,2021-03-11 11:57:42
137,AMEL,2021-05-31 07:22:46
463,AMEL,2021-05-31 05:52:44
287,IFR,2021-10-26 17:56:29
295,AMEL,2021-10-06 13:30:28
404,AMES,2021-10-29 03:08:42
99,AMEL,2021-10-18 13:20:20
272,ASES,2021-08-24 02:38:18
377,ASES,2021-10-25 21:42:53
211,IFR,2021-04-02 18:43:30
412,IFR,2021-06-17 00:26:40
478,AMES,2021-10-20 13:49:15
11,ASES,2021-08-27 06:57:59
171,ASES,2021-09-17 13:47:18
181,ASES,2021-05-01 14:16:47
369,AMEL,2021-06-30 05:57:31
182,AMEL,2021-09-14 15:16:01
499,AMEL,2021-03-08 05:47:17
162,AMEL,2021-07-23 02:42:11
188,AMEL,2021-08-18 02:59:34
243,IFR,2021-03-23 17:24:42
402,AMEL,2021-07-12 01:43:05
326,AMES,2021-08-11 01:59:39
487,ASES,2021-10-02 17:52:03
327,ASES,2021-10-22 14:48:37
484,AMEL,2021-10-02 06:57:36
293,IFR,2021-04-04 19:00:10
259,ASES,2021-10-15 12:42:59
428,ASES,2021-05-31 07:39:25
117,IFR,2021-09-20 03:42:04
471,ASES,2021-08-22 16:35:31
442,ASES,2021-07-26 04:28:17
126,AMES,2021-10-01 08:09:59
35,ASES,2021-08-13 21:26:27
184,AMEL,2021-03-29 16:54:32
404,ASES,2021-08-09 04:20:37
248,AMEL,2021-09-07 09:27:09
159,AMES,2021-08-24 16:48:48
10,IFR,2021-05-24 18:02:55
472,AMES,2021-09-08 06:58:07
128,IFR,2021-11-03 20:52:30
292,AMES,2021-09-14 22:50:19
473,AMEL,2021-09-27 22:50:54
149,AMEL,2021-06-05 15:00:04
196,IFR,2021-10-24 02:14:20
246,HP,2021-06-09 09:23:53
484,ASES,2021-09-29 10:34:57
136,HP,2021-07-30 22:49:27
372,AMEL,2021-05-29 07:31:45
448,AMEL,2021-05-21 12:25:58
397,ASES,2021-07-23 23:01:42
77,ASES,2021-10-20 22:26:01
478,ASES,2021-08-10 03:11:02
334,IFR,2021-08-21 04:27:54
256,ASES,2021-04-04 20:43:52
56,IFR,2021-04-17 06:42:57
282,AMES,2021-08-26 03:12:23
399,HP,2021-06-26 05:47:19
386,AMEL,2021-04-20 10:53:02
370,IFR,2021-04-11 21:51:37
184,AMEL,2021-05-28 00:33:16
448,IFR,2021-04-21 09:44:37
31,AMES,2021-06-21 19:42:02
95,AMES,2021-07-19 22:27:35
85,IFR,2021-04-09 05:03:10
57,HP,2021-10-18 01:03:22
344,HP,2021-07-23 11:53:10
